Order_ID	Order_Date	Customer_ID	Product	Category	Sales	Quantity	Profit	Region
1032	01-02-2023	2042	Laptop	Electronics	35888	1	8953	North
1033	02-02-2023	2092	Headphones	Electronics	16048	4	2952	East
1034	03-02-2023	2060	Tablet	Accessories	36111	2	1087	West
1035	04-02-2023	2080	Headphones	Accessories	38904	2	7722	West
1036	05-02-2023	2015	Headphones	Accessories	35008	3	7427	North
1037	06-02-2023	2062	Phone	Electronics	1060	2	9838	West
1038	07-02-2023	2062	Tablet	Electronics	10130	2	8941	North
1039	08-02-2023	2047	Headphones	Electronics	19023	4	9260	South
1040	09-02-2023	2062	Laptop	Electronics	46080	3	1200	West
1041	10-02-2023	2051	Laptop	Electronics	14350	4	6752	West
1042	11-02-2023	2055	Camera	Electronics	25354	1	8732	South
1043	12-02-2023	2064	Tablet	Accessories	46186	1	7521	South
1044	13-02-2023	2003	Tablet	Accessories	29145	1	5116	South
1045	14-02-2023	2051	Camera	Accessories	35020	3	869	West
1046	15-02-2023	2007	Headphones	Accessories	21587	2	1443	East
1047	16-02-2023	2021	Tablet	Electronics	42131	3	4458	East
1048	17-02-2023	2073	Laptop	Electronics	10650	3	9869	East
1049	18-02-2023	2039	Laptop	Accessories	20933	2	6880	West
1050	19-02-2023	2018	Phone	Electronics	21581	4	6702	South
1051	20-02-2023	2004	Tablet	Accessories	24393	1	2449	West
1052	21-02-2023	2089	Headphones	Accessories	24051	4	5799	South
1053	22-02-2023	2060	Camera	Accessories	27212	1	1341	West
1054	23-02-2023	2014	Camera	Electronics	5090	3	1225	West
1055	24-02-2023	2009	Headphones	Accessories	7960	1	9482	South
1056	25-02-2023	2090	Phone	Accessories	36772	3	6864	East
1057	26-02-2023	2053	Camera	Accessories	22520	4	5201	South
1058	27-02-2023	2002	Tablet	Electronics	37408	3	7943	North
1059	28-02-2023	2084	Phone	Electronics	29470	4	172	North
1060	01-03-2023	2092	Tablet	Accessories	21491	2	5572	South
1061	02-03-2023	2060	Laptop	Electronics	2341	2	5289	West
1062	03-03-2023	2071	Phone	Electronics	45623	2	2572	North
1063	04-03-2023	2044	Camera	Electronics	25791	3	807	North
1064	05-03-2023	2008	Phone	Electronics	1338	2	1904	West
1065	06-03-2023	2047	Phone	Electronics	6895	1	6804	West
1066	07-03-2023	2035	Phone	Electronics	13254	4	3813	East
1067	08-03-2023	2078	Phone	Electronics	12344	4	5151	West
1068	09-03-2023	2081	Tablet	Electronics	2750	1	2575	South
1069	10-03-2023	2036	Laptop	Electronics	3421	3	3710	South
1070	11-03-2023	2050	Headphones	Electronics	40887	3	4355	East
1071	12-03-2023	2004	Phone	Accessories	6319	4	7497	North
1072	13-03-2023	2002	Camera	Accessories	16896	2	1835	North
1073	14-03-2023	2006	Phone	Electronics	12918	3	9877	West
1074	15-03-2023	2054	Camera	Accessories	26064	3	8358	South
1075	16-03-2023	2004	Tablet	Accessories	47617	1	8079	North
1076	17-03-2023	2054	Camera	Electronics	28935	1	2528	East
1077	18-03-2023	2093	Headphones	Electronics	38641	2	7526	East
1078	19-03-2023	2063	Laptop	Electronics	30711	3	8633	South
1079	20-03-2023	2018	Camera	Accessories	5806	3	5349	East
1080	21-03-2023	2090	Camera	Accessories	42360	1	5391	East
1081	22-03-2023	2044	Laptop	Electronics	13182	3	2917	South
1082	23-03-2023	2034	Headphones	Electronics	23297	4	9524	West
1083	24-03-2023	2074	Phone	Electronics	20541	1	3974	West
1084	25-03-2023	2062	Camera	Accessories	29921	2	9786	East
1085	26-03-2023	2014	Laptop	Accessories	17774	1	4311	West
1086	27-03-2023	2095	Tablet	Accessories	45813	3	761	West
1087	28-03-2023	2048	Laptop	Accessories	38198	2	3474	East
1088	29-03-2023	2015	Tablet	Electronics	9820	1	9308	West
1089	30-03-2023	2072	Headphones	Electronics	25070	4	307	East
1090	31-03-2023	2078	Phone	Electronics	5232	4	2765	North
1091	01-04-2023	2087	Laptop	Electronics	12122	1	2593	South
1092	02-04-2023	2062	Camera	Accessories	16023	4	6913	South
1093	03-04-2023	2040	Headphones	Accessories	9007	4	732	West
1094	04-04-2023	2085	Laptop	Electronics	18905	4	3183	West
1095	05-04-2023	2080	Camera	Electronics	42786	2	3819	West
1096	06-04-2023	2082	Laptop	Accessories	30398	4	7223	South
1097	07-04-2023	2053	Tablet	Electronics	35268	4	1779	North
1098	08-04-2023	2024	Laptop	Accessories	7737	4	336	North
1099	09-04-2023	2026	Laptop	Electronics	37062	2	7546	South
1100	10-04-2023	2089	Laptop	Electronics	26510	1	4543	North
1101	11-04-2023	2060	Headphones	Electronics	20426	3	6870	South
1102	12-04-2023	2041	Laptop	Electronics	38265	4	9832	North
1103	13-04-2023	2029	Camera	Electronics	18850	1	6199	East
1104	14-04-2023	2015	Tablet	Electronics	1614	4	8655	East
1105	15-04-2023	2045	Tablet	Electronics	22776	2	2468	South
1106	16-04-2023	2065	Laptop	Accessories	25077	1	385	North
1107	17-04-2023	2089	Headphones	Accessories	10374	2	248	West
1108	18-04-2023	2071	Headphones	Accessories	36435	4	4137	North
1109	19-04-2023	2009	Camera	Accessories	31907	4	6649	East
1110	20-04-2023	2088	Laptop	Accessories	14409	2	7221	East
1111	21-04-2023	2001	Tablet	Electronics	17514	3	4995	North
1112	22-04-2023	2008	Headphones	Electronics	30866	2	5380	North
1113	23-04-2023	2088	Laptop	Accessories	3983	4	1112	West
1114	24-04-2023	2063	Headphones	Electronics	32705	2	9815	West
1115	25-04-2023	2011	Headphones	Accessories	21662	3	2885	North
1116	26-04-2023	2081	Tablet	Accessories	24510	2	3825	North
1117	27-04-2023	2008	Phone	Electronics	13651	3	4676	North
1118	28-04-2023	2035	Camera	Electronics	41998	3	5882	North
1119	29-04-2023	2035	Camera	Electronics	29535	2	6357	South
1120	30-04-2023	2033	Tablet	Accessories	7640	2	9893	North
1121	01-05-2023	2005	Headphones	Electronics	45547	1	2508	West
1122	02-05-2023	2041	Laptop	Accessories	16317	4	440	East
1123	03-05-2023	2028	Headphones	Accessories	8564	3	2917	South
1124	04-05-2023	2007	Tablet	Accessories	28345	1	2596	North
1125	05-05-2023	2073	Camera	Electronics	49288	2	6062	East
1126	06-05-2023	2072	Headphones	Electronics	29687	4	5399	South
1127	07-05-2023	2012	Camera	Accessories	14737	1	7674	East
1128	08-05-2023	2034	Laptop	Electronics	10323	3	1789	North
1129	09-05-2023	2033	Camera	Electronics	16229	1	3367	North
1130	10-05-2023	2048	Camera	Electronics	45481	3	4506	West
1131	11-05-2023	2023	Phone	Accessories	9502	2	8553	North
1132	12-05-2023	2062	Phone	Accessories	1545	4	1542	North
1133	13-05-2023	2088	Phone	Electronics	38114	4	8697	South
1134	14-05-2023	2037	Camera	Accessories	30430	4	4537	West
1135	15-05-2023	2099	Tablet	Electronics	10996	2	5535	South
1136	16-05-2023	2044	Camera	Electronics	28788	3	8535	East
1137	17-05-2023	2086	Tablet	Electronics	30969	2	4207	North
1138	18-05-2023	2091	Tablet	Electronics	49543	4	660	East
1139	19-05-2023	2035	Phone	Accessories	14919	2	8885	South
1140	20-05-2023	2065	Headphones	Accessories	4810	2	5648	North
1141	21-05-2023	2099	Laptop	Accessories	31586	2	1926	North
1142	22-05-2023	2047	Phone	Electronics	40974	3	7729	South
1143	23-05-2023	2078	Phone	Electronics	42773	1	8425	South
1144	24-05-2023	2003	Headphones	Electronics	17371	1	3238	South
1145	25-05-2023	2001	Laptop	Accessories	46084	2	7793	South
1146	26-05-2023	2005	Camera	Electronics	30629	1	8364	South
1147	27-05-2023	2090	Camera	Accessories	9436	1	7942	North
1148	28-05-2023	2014	Phone	Accessories	13984	2	6821	South
1149	29-05-2023	2027	Laptop	Accessories	34039	2	7102	North
1150	30-05-2023	2009	Phone	Accessories	20895	4	4325	North
1151	31-05-2023	2079	Tablet	Accessories	19155	1	3078	South
1152	01-06-2023	2015	Phone	Accessories	11616	3	7473	South
1153	02-06-2023	2090	Phone	Electronics	38129	2	6007	West
1154	03-06-2023	2042	Camera	Electronics	40837	4	6197	North
1155	04-06-2023	2077	Camera	Accessories	25574	3	5756	South
1156	05-06-2023	2051	Camera	Accessories	4430	1	9084	South
1157	06-06-2023	2063	Tablet	Electronics	13676	4	4359	South
1158	07-06-2023	2096	Camera	Accessories	11816	2	8386	West
1159	08-06-2023	2052	Laptop	Accessories	33733	3	6001	West
1160	09-06-2023	2096	Headphones	Electronics	21144	2	9425	East
1161	10-06-2023	2004	Laptop	Accessories	3050	1	5017	North
1162	11-06-2023	2094	Laptop	Accessories	45460	3	8529	East
1163	12-06-2023	2023	Camera	Accessories	34933	1	2630	South
1164	13-06-2023	2015	Headphones	Electronics	25951	1	2060	West
1165	14-06-2023	2043	Headphones	Electronics	33413	4	7145	West
1166	15-06-2023	2029	Headphones	Electronics	35801	2	1148	East
1167	16-06-2023	2036	Tablet	Accessories	33913	3	5872	West
1168	17-06-2023	2013	Camera	Accessories	48037	1	2629	South
1169	18-06-2023	2032	Headphones	Electronics	41600	1	3064	West
1170	19-06-2023	2071	Tablet	Accessories	26280	3	7237	East
1171	20-06-2023	2059	Phone	Accessories	25557	1	1063	South
1172	21-06-2023	2086	Phone	Accessories	48054	4	636	East
1173	22-06-2023	2028	Tablet	Accessories	36400	4	7440	West
1174	23-06-2023	2066	Tablet	Accessories	5494	4	7279	East
1175	24-06-2023	2042	Camera	Electronics	16152	4	8067	East
1176	25-06-2023	2045	Camera	Accessories	24895	1	8834	North
1177	26-06-2023	2062	Phone	Electronics	10155	3	945	West
1178	27-06-2023	2057	Headphones	Accessories	32883	3	5877	West
1179	28-06-2023	2006	Phone	Electronics	44194	3	3136	East
1180	29-06-2023	2028	Headphones	Accessories	44001	3	6047	North
1181	30-06-2023	2028	Headphones	Electronics	2828	2	2594	West
1182	01-07-2023	2044	Camera	Accessories	46028	3	2819	South
1183	02-07-2023	2084	Laptop	Electronics	42898	2	1984	East
1184	03-07-2023	2030	Laptop	Accessories	33123	2	4449	West
1185	04-07-2023	2062	Tablet	Electronics	38573	4	5279	South
1186	05-07-2023	2075	Camera	Accessories	1806	2	6710	West
1187	06-07-2023	2092	Headphones	Electronics	41970	1	6530	South
1188	07-07-2023	2089	Laptop	Electronics	30757	2	7254	East
1189	08-07-2023	2062	Headphones	Accessories	35636	4	6588	West
1190	09-07-2023	2097	Laptop	Accessories	15561	2	4837	West
1191	10-07-2023	2001	Laptop	Electronics	49280	1	6625	North
1192	11-07-2023	2027	Laptop	Accessories	25262	1	3950	East
1193	12-07-2023	2062	Camera	Electronics	15899	1	789	South
1194	13-07-2023	2077	Phone	Electronics	49988	4	5275	West
1195	14-07-2023	2003	Headphones	Electronics	16934	4	8748	West
1196	15-07-2023	2070	Camera	Accessories	39197	3	5178	South
1197	16-07-2023	2072	Camera	Electronics	42844	4	5548	East
1198	17-07-2023	2027	Camera	Electronics	37332	1	1279	North
1199	18-07-2023	2009	Camera	Accessories	35157	1	9174	North
1200	19-07-2023	2062	Camera	Accessories	12593	4	6506	West
1201	20-07-2023	2037	Tablet	Accessories	41042	2	8691	South
1202	21-07-2023	2097	Headphones	Accessories	18320	4	7007	West
1203	22-07-2023	2051	Camera	Electronics	28376	4	8900	South
1204	23-07-2023	2044	Headphones	Electronics	44513	1	1738	North
1205	24-07-2023	2024	Tablet	Electronics	15199	3	5771	East
1206	25-07-2023	2079	Tablet	Electronics	16876	1	7028	South
1207	26-07-2023	2059	Headphones	Accessories	9245	3	1482	North
1208	27-07-2023	2032	Laptop	Electronics	8214	1	1503	West
1209	28-07-2023	2096	Phone	Electronics	1726	4	9111	South
1210	29-07-2023	2088	Laptop	Accessories	47600	1	3392	East
1211	30-07-2023	2052	Laptop	Electronics	12362	1	9111	West
1212	31-07-2023	2062	Laptop	Electronics	19297	1	519	West
1213	01-08-2023	2058	Camera	Electronics	31448	4	4617	North
1214	02-08-2023	2052	Tablet	Electronics	27172	4	3402	South
1215	03-08-2023	2012	Laptop	Electronics	43874	4	7957	West
1216	04-08-2023	2039	Tablet	Electronics	8657	4	9800	East
1217	05-08-2023	2002	Headphones	Accessories	19850	3	7970	South
1218	06-08-2023	2003	Phone	Accessories	26425	3	5793	East
1219	07-08-2023	2056	Headphones	Electronics	27685	2	867	West
1220	08-08-2023	2081	Headphones	Electronics	48319	4	2144	East
1221	09-08-2023	2059	Camera	Accessories	25578	3	1649	North
1222	10-08-2023	2002	Phone	Electronics	29831	1	6240	East
1223	11-08-2023	2002	Headphones	Electronics	8906	4	3816	South
1224	12-08-2023	2092	Headphones	Electronics	8287	2	4581	East
1225	13-08-2023	2054	Phone	Accessories	34660	2	7998	East
1226	14-08-2023	2087	Phone	Electronics	11222	2	6648	North
1227	15-08-2023	2096	Headphones	Accessories	38443	1	2393	East
1228	16-08-2023	2097	Phone	Electronics	35701	3	4937	East
1229	17-08-2023	2001	Headphones	Accessories	18764	1	7858	West
1230	18-08-2023	2019	Headphones	Accessories	45641	4	6893	West
1231	19-08-2023	2002	Camera	Electronics	18674	2	7738	South
1232	20-08-2023	2053	Laptop	Accessories	19024	1	8093	West
1233	21-08-2023	2044	Headphones	Electronics	47007	1	6107	West
1234	22-08-2023	2090	Tablet	Accessories	24874	3	5642	West
1235	23-08-2023	2032	Laptop	Electronics	44642	3	9192	West
1236	24-08-2023	2070	Laptop	Electronics	33284	2	6456	North
1237	25-08-2023	2032	Laptop	Accessories	18602	1	8533	West
1238	26-08-2023	2068	Camera	Electronics	38784	1	7480	North
1239	27-08-2023	2055	Headphones	Electronics	24265	3	2485	North
1240	28-08-2023	2075	Camera	Accessories	26931	1	4368	West
1241	29-08-2023	2056	Headphones	Electronics	29841	1	771	East
1242	30-08-2023	2017	Camera	Electronics	30192	1	263	North
1243	31-08-2023	2038	Camera	Accessories	47542	3	8756	East
1244	01-09-2023	2024	Tablet	Accessories	43520	2	4692	East
1245	02-09-2023	2069	Camera	Electronics	16585	4	4895	West
1246	03-09-2023	2098	Phone	Electronics	26559	2	4898	South
1247	04-09-2023	2070	Tablet	Accessories	41059	4	6136	West
1248	05-09-2023	2086	Camera	Accessories	34742	1	2455	South
1249	06-09-2023	2011	Laptop	Electronics	5133	2	5987	South
1250	07-09-2023	2016	Phone	Accessories	15663	4	8061	West
1251	08-09-2023	2097	Phone	Electronics	22754	3	5927	West
1252	09-09-2023	2073	Phone	Electronics	4972	3	8837	South
1253	10-09-2023	2059	Tablet	Electronics	6295	2	4819	West
1254	11-09-2023	2070	Camera	Electronics	47681	2	693	South
1255	12-09-2023	2080	Camera	Electronics	42873	1	4939	East
1256	13-09-2023	2093	Laptop	Accessories	30125	2	7494	West
1257	14-09-2023	2003	Laptop	Accessories	41996	1	9751	East
1258	15-09-2023	2020	Phone	Accessories	10903	1	3593	North
1259	16-09-2023	2059	Laptop	Accessories	4020	3	6264	East
1260	17-09-2023	2036	Tablet	Electronics	42755	3	2772	East
1261	18-09-2023	2019	Camera	Electronics	21420	4	4300	South
1262	19-09-2023	2090	Phone	Electronics	22452	3	116	East
1263	20-09-2023	2067	Laptop	Electronics	46648	3	3291	West
1264	21-09-2023	2019	Tablet	Accessories	39001	2	492	South
1265	22-09-2023	2020	Tablet	Electronics	10516	3	8716	North
1266	23-09-2023	2096	Laptop	Electronics	48327	4	6372	West
1267	24-09-2023	2071	Camera	Accessories	3396	2	671	North
1268	25-09-2023	2052	Laptop	Accessories	19546	4	3731	East
1269	26-09-2023	2033	Phone	Accessories	20129	3	6272	West
1270	27-09-2023	2040	Laptop	Accessories	2591	4	9412	West
1271	28-09-2023	2039	Tablet	Electronics	12303	2	7277	North
1272	29-09-2023	2082	Laptop	Electronics	31561	1	8533	West
1273	30-09-2023	2001	Camera	Accessories	7183	4	3997	West
1274	01-10-2023	2011	Headphones	Electronics	27572	4	8223	West
1275	02-10-2023	2092	Laptop	Electronics	35080	2	2379	East
1276	03-10-2023	2057	Camera	Electronics	21695	2	9080	North
1277	04-10-2023	2089	Camera	Accessories	8314	4	7551	West
1278	05-10-2023	2050	Tablet	Electronics	20623	3	9006	South
1279	06-10-2023	2023	Camera	Accessories	3139	4	875	South
1280	07-10-2023	2031	Camera	Electronics	48456	2	6969	South
1281	08-10-2023	2094	Camera	Electronics	32290	1	2347	South
1282	09-10-2023	2042	Camera	Electronics	19088	1	7188	East
1283	10-10-2023	2099	Phone	Accessories	40692	3	178	West
1284	11-10-2023	2007	Phone	Electronics	34130	4	8180	North
1285	12-10-2023	2016	Tablet	Accessories	33088	1	7199	West
1286	13-10-2023	2090	Laptop	Accessories	27292	4	4026	East
1287	14-10-2023	2060	Camera	Accessories	47249	2	9147	South
1288	15-10-2023	2002	Laptop	Electronics	21670	1	7440	East
1289	16-10-2023	2001	Laptop	Electronics	4738	3	7183	West
1290	17-10-2023	2048	Tablet	Electronics	3469	2	6330	North
1291	18-10-2023	2012	Camera	Electronics	23534	3	9323	East
1292	19-10-2023	2069	Camera	Accessories	49874	2	5040	North
1293	20-10-2023	2037	Headphones	Accessories	10017	1	3371	East
1294	21-10-2023	2032	Laptop	Accessories	3808	3	3556	North
1295	22-10-2023	2009	Laptop	Electronics	48638	3	7888	North
1296	23-10-2023	2099	Phone	Accessories	13713	2	8699	South
1297	24-10-2023	2019	Headphones	Electronics	41329	3	7750	North
1298	25-10-2023	2048	Phone	Accessories	3719	2	2811	South
1299	26-10-2023	2080	Phone	Electronics	23890	2	1768	West
1300	27-10-2023	2003	Phone	Electronics	12700	2	247	West
1301	28-10-2023	2020	Tablet	Accessories	37509	2	6520	South
1302	29-10-2023	2024	Tablet	Accessories	43534	1	465	South
1303	30-10-2023	2054	Phone	Accessories	37766	2	9966	East
1304	31-10-2023	2033	Headphones	Accessories	27705	4	4631	East
1305	01-11-2023	2024	Laptop	Electronics	19787	3	5430	East
1306	02-11-2023	2075	Headphones	Accessories	49845	4	5610	West
1307	03-11-2023	2072	Camera	Accessories	27588	1	8854	East
1308	04-11-2023	2036	Tablet	Accessories	27123	4	9064	North
1309	05-11-2023	2038	Laptop	Electronics	34062	3	6593	North
1310	06-11-2023	2084	Laptop	Electronics	11177	4	5539	East
1311	07-11-2023	2099	Camera	Accessories	22727	1	9865	North
1312	08-11-2023	2089	Camera	Electronics	31220	2	6611	West
1313	09-11-2023	2099	Phone	Accessories	10882	4	7604	North
1314	10-11-2023	2025	Tablet	Electronics	2136	1	1346	West
1315	11-11-2023	2093	Tablet	Electronics	35832	1	3939	South
1316	12-11-2023	2018	Headphones	Electronics	32966	3	8651	South
1317	13-11-2023	2082	Phone	Electronics	8009	3	2476	South
1318	14-11-2023	2066	Phone	Accessories	13987	4	3109	South
1319	15-11-2023	2054	Phone	Accessories	38311	2	9254	North
1320	16-11-2023	2035	Phone	Accessories	32575	1	1927	East
1321	17-11-2023	2080	Tablet	Electronics	2007	4	7079	North
1322	18-11-2023	2061	Tablet	Accessories	6445	1	9905	West
1323	19-11-2023	2041	Phone	Accessories	11706	1	9932	North
1324	20-11-2023	2033	Headphones	Accessories	48517	2	8669	North
1325	21-11-2023	2068	Laptop	Electronics	45486	2	4385	West
1326	22-11-2023	2033	Laptop	Electronics	30257	4	7010	South
1327	23-11-2023	2014	Headphones	Electronics	22736	2	8661	South
1328	24-11-2023	2021	Phone	Accessories	43207	2	2296	South
1329	25-11-2023	2048	Tablet	Accessories	14281	4	3847	East
1330	26-11-2023	2020	Laptop	Accessories	2435	2	8943	West
1331	27-11-2023	2008	Camera	Electronics	34339	3	6078	West
1332	28-11-2023	2007	Camera	Electronics	36150	1	5707	North
1333	29-11-2023	2067	Headphones	Accessories	26821	1	869	East
1334	30-11-2023	2017	Phone	Electronics	27660	1	880	South
1335	01-12-2023	2033	Laptop	Electronics	6084	1	6403	East
1336	02-12-2023	2048	Phone	Electronics	17661	4	4083	West
1337	03-12-2023	2076	Laptop	Electronics	14507	1	9603	West
1338	04-12-2023	2059	Headphones	Accessories	8059	1	8814	North
1339	05-12-2023	2086	Headphones	Electronics	19271	1	621	North
1340	06-12-2023	2022	Camera	Electronics	46539	1	9227	West
1341	07-12-2023	2030	Phone	Electronics	8491	3	7669	South
1342	08-12-2023	2038	Camera	Electronics	48295	1	5884	South
1343	09-12-2023	2051	Phone	Accessories	15859	3	4683	East
1344	10-12-2023	2054	Camera	Accessories	9073	4	6046	West
1345	11-12-2023	2008	Tablet	Electronics	10077	2	5041	West
1346	12-12-2023	2027	Tablet	Electronics	21953	1	6367	South
1347	13-12-2023	2027	Tablet	Electronics	12383	2	7228	South
1348	14-12-2023	2098	Tablet	Electronics	3353	2	2561	West
1349	15-12-2023	2021	Laptop	Electronics	24821	4	785	North
1350	16-12-2023	2030	Tablet	Electronics	38567	2	2260	West
1351	17-12-2023	2097	Headphones	Accessories	25860	3	7131	West
1352	18-12-2023	2028	Headphones	Electronics	22195	2	9859	South
1353	19-12-2023	2064	Laptop	Accessories	12939	2	5441	South
1354	20-12-2023	2097	Tablet	Accessories	26338	2	138	North
1355	21-12-2023	2069	Tablet	Electronics	22730	1	4975	North
1356	22-12-2023	2061	Tablet	Accessories	22427	1	1356	East
1357	23-12-2023	2048	Camera	Accessories	36196	3	7797	West
1358	24-12-2023	2019	Phone	Accessories	28083	3	2296	South
1359	25-12-2023	2004	Camera	Accessories	22510	1	7265	North
1360	26-12-2023	2035	Phone	Accessories	45064	3	401	East
1361	27-12-2023	2064	Tablet	Accessories	8813	1	7627	East
1362	28-12-2023	2049	Tablet	Electronics	32598	4	6481	South
1363	29-12-2023	2017	Camera	Accessories	48182	2	746	South
1364	30-12-2023	2044	Camera	Accessories	28570	2	8889	East
1365	31-12-2023	2092	Phone	Accessories	28082	3	8953	North
1366	01-01-2024	2030	Headphones	Electronics	30241	1	4430	East
1367	02-01-2024	2093	Phone	Accessories	31678	1	9660	West
1368	03-01-2024	2046	Camera	Electronics	45569	3	7103	West
1369	04-01-2024	2006	Camera	Accessories	12745	1	3637	South
1370	05-01-2024	2099	Laptop	Electronics	27029	4	4658	North
1371	06-01-2024	2037	Camera	Electronics	14025	2	6679	North
1372	07-01-2024	2024	Laptop	Accessories	37124	3	8574	West
1373	08-01-2024	2093	Headphones	Accessories	15288	3	9778	East
1374	09-01-2024	2046	Phone	Electronics	24650	1	4182	South
1375	10-01-2024	2053	Phone	Accessories	7540	3	4283	East
1376	11-01-2024	2095	Laptop	Electronics	33232	4	8752	East
1377	12-01-2024	2099	Phone	Electronics	17422	1	3854	East
1378	13-01-2024	2060	Camera	Electronics	4342	1	1824	North
1379	14-01-2024	2097	Tablet	Electronics	42846	1	1476	West
1380	15-01-2024	2063	Laptop	Electronics	36612	1	8806	North
1381	16-01-2024	2085	Phone	Accessories	11396	4	8994	West
1382	17-01-2024	2032	Laptop	Electronics	18482	1	1753	South
1383	18-01-2024	2087	Laptop	Electronics	24411	3	2166	South
1384	19-01-2024	2033	Tablet	Accessories	47766	4	122	East
1385	20-01-2024	2067	Camera	Electronics	14261	2	2560	West
1386	21-01-2024	2018	Laptop	Accessories	4093	2	6026	West
1387	22-01-2024	2025	Phone	Accessories	12722	3	6351	West
1388	23-01-2024	2095	Headphones	Accessories	23042	3	9596	East
1389	24-01-2024	2054	Laptop	Electronics	45413	4	7395	East
1390	25-01-2024	2058	Laptop	Electronics	48851	2	3400	South
1391	26-01-2024	2067	Tablet	Electronics	29087	2	6379	North
1392	27-01-2024	2046	Camera	Accessories	33347	2	8653	West
1393	28-01-2024	2024	Headphones	Electronics	34756	2	7453	West
1394	29-01-2024	2032	Phone	Accessories	40214	2	3827	North
1395	30-01-2024	2047	Headphones	Electronics	17335	1	6372	West
1396	31-01-2024	2086	Phone	Accessories	29602	3	6095	East
1397	01-02-2024	2023	Camera	Electronics	49901	1	9576	East
1398	02-02-2024	2066	Phone	Electronics	35450	2	614	West
1399	03-02-2024	2027	Tablet	Electronics	33196	4	548	East
1400	04-02-2024	2002	Tablet	Accessories	6626	4	6119	East
1401	05-02-2024	2090	Tablet	Accessories	8424	2	5443	West
1402	06-02-2024	2017	Tablet	Electronics	13857	2	8133	South
1403	07-02-2024	2033	Headphones	Electronics	45923	4	2620	North
1404	08-02-2024	2009	Camera	Accessories	20982	1	3181	East
1405	09-02-2024	2043	Phone	Accessories	12425	1	1528	South
1406	10-02-2024	2048	Phone	Accessories	2980	2	4067	East
1407	11-02-2024	2039	Tablet	Electronics	49290	1	6545	East
1408	12-02-2024	2093	Tablet	Accessories	27431	4	9214	North
1409	13-02-2024	2042	Laptop	Electronics	20440	1	2259	East
1410	14-02-2024	2026	Camera	Accessories	42752	2	5232	North
1411	15-02-2024	2099	Headphones	Electronics	18175	4	2647	North
1412	16-02-2024	2050	Phone	Accessories	49651	1	3079	North
1413	17-02-2024	2025	Laptop	Accessories	27385	3	2749	South
1414	18-02-2024	2024	Laptop	Accessories	39158	4	8605	West
1415	19-02-2024	2013	Phone	Accessories	24019	4	3183	South
1416	20-02-2024	2060	Headphones	Accessories	19639	3	1137	West
1417	21-02-2024	2007	Laptop	Electronics	20994	3	3589	West
1418	22-02-2024	2057	Laptop	Accessories	35375	4	7704	North
1419	23-02-2024	2036	Camera	Accessories	22563	3	7644	East
1420	24-02-2024	2045	Headphones	Accessories	40341	2	2734	North
1421	25-02-2024	2020	Laptop	Electronics	6776	2	4083	East
1422	26-02-2024	2065	Headphones	Accessories	37444	2	1878	West
1423	27-02-2024	2008	Phone	Electronics	4380	4	8002	North
1424	28-02-2024	2016	Tablet	Accessories	9711	3	5210	East
1425	29-02-2024	2014	Laptop	Accessories	9782	3	5289	South
1426	01-03-2024	2076	Camera	Electronics	18434	1	7478	East
1427	02-03-2024	2087	Phone	Accessories	47765	1	1224	North
1428	03-03-2024	2015	Headphones	Electronics	21017	3	797	South
